key,position,pi,pi_low,pi_up,xsi,xsi_low,xsi_up,pi2,pi2_low,pi2_up,fwh,fwh_low,fwh_up,thw,thw_low,thw_up,TD,TD_low,TD_up,sites
u.93001-94001,-94001,0.00770270058195,0.00747512511035,0.00797716129118,0.750188009633,0.741461321834,0.761121902833,0.28749183572,0.27645364778,0.299118131016,0.0076262600209,0.00738454031691,0.00800711752382,0.00779573321044,0.00762345210328,0.00801677051327,0.0123621920896,-0.0551276274017,0.086704009583,700923
u.29001-30001,-30001,0.00760307305087,0.00748900351948,0.00774460087581,0.751972334784,0.747469984207,0.756138919625,0.287363155198,0.282170514003,0.293607286634,0.00762483890419,0.00741044513104,0.00782532054679,0.00775564240733,0.00766262906516,0.00785532066739,-0.0206097692572,-0.0553920370976,0.0261298922177,2327644
u.36001-37001,-37001,0.00773648563533,0.00759069540836,0.00786856779558,0.748962136069,0.745542537921,0.754129892831,0.29258626173,0.284816250861,0.300253617544,0.0076324607414,0.00746522485573,0.00788698133829,0.00781980359526,0.00768664315001,0.0079054804587,0.0178131495472,-0.0213951262887,0.0529784330374,1963700
d.46001-47001,46001,0.00785345507528,0.00771389173029,0.0079983865293,0.746807266672,0.741565403196,0.750907822528,0.293910775726,0.289505510327,0.302096537424,0.00778752179111,0.00752965365528,0.00795961509906,0.00790276262655,0.00777817555209,0.00802676541539,0.0366270427216,0.000422836174064,0.087789380495,1540313
u.20001-21001,-21001,0.00768243915304,0.00756777304926,0.00777237757759,0.750915880644,0.747387133131,0.755055603194,0.292439074923,0.287277367172,0.298767046394,0.00775572272131,0.00755768475254,0.00789979511795,0.00780810497734,0.00769893929887,0.00788484589392,-0.00536484572485,-0.0307400371207,0.0196246346026,3174403
d.78001-79001,78001,0.00779010191048,0.00757816224165,0.00806105587015,0.749516281055,0.741480911661,0.758425186874,0.281513147879,0.269125493887,0.295890673936,0.00766105910616,0.00734097949238,0.00796070974609,0.00790780194354,0.00776047809673,0.00811485826818,-0.000207909767566,-0.0695014844108,0.0584566129826,821025
d.19001-20001,19001,0.00771058514284,0.00756219349249,0.00781561664779,0.749986174999,0.746673659605,0.756229087278,0.290063852629,0.28526932143,0.293666888121,0.00768101578953,0.00752113292864,0.00783940590759,0.00783678736518,0.00774248230045,0.00792291811682,-0.00540551515721,-0.0369463369181,0.0166917536161,3461977
d.67001-68001,67001,0.0078517920264,0.00767810780055,0.00807579523542,0.751199727524,0.743214138358,0.75897755256,0.288039244071,0.279589174879,0.295604335127,0.00786047192178,0.00759824520424,0.00807499839601,0.00792798688687,0.00778951160246,0.00808707820224,0.0222602473486,-0.0266972296595,0.0895851491891,1018688
u.76001-77001,-77001,0.00773896358511,0.0075648030914,0.00795002064587,0.750617236443,0.746403664075,0.75681845725,0.287005578329,0.278665009297,0.294302883575,0.00781564080731,0.00762644339709,0.00816850708615,0.00783534792536,0.00769943515388,0.00804906151495,0.0107969752276,-0.0437092895452,0.0439236875559,914977
u.88001-89001,-89001,0.00755081142238,0.007305661019,0.00772387532614,0.755642075975,0.745500240308,0.764584137229,0.281671493434,0.27156480131,0.292878270346,0.00761557532775,0.00733898468874,0.00798390061416,0.007754683431,0.00757038286782,0.0078972253149,-0.0488062640568,-0.108818093481,0.00497590159533,752856
