,dist,sites,pi,xsi,pi2,theta_w,fwh,tajima,t1,t2,div
194,82501,634636.0,0.00835517483541,0.771079646559,0.242410071685,0.00949357261906,0.0078922355701,-0.503336335978,0.010569,0.146363,0.0201312269238
164,83501,636225.0,0.0084063358916,0.765662934309,0.248150608203,0.00951062117483,0.00790525624078,-0.487378662397,0.010543,0.146751,0.0200966634367
20,84501,640121.0,0.00837323601401,0.771095330954,0.25243273603,0.00949721035203,0.00805136172002,-0.496769196111,0.010473,0.146082,0.0199431044318
91,85501,636832.0,0.00840834003316,0.767747413829,0.246023799653,0.00944534432355,0.00796471649335,-0.460846829331,0.010483,0.146041,0.019936184584
38,86501,619878.0,0.00867665640828,0.767396036075,0.249958021582,0.00971641172196,0.00827115444652,-0.449178688913,0.010700,0.146676,0.0203620725062
44,87501,606111.0,0.00841279810742,0.771734402507,0.242763502116,0.00951763534323,0.00792123519046,-0.487260458925,0.010468,0.146562,0.0199105463009
186,88501,602276.0,0.00826555826302,0.772808977435,0.250806141761,0.00946404520558,0.00795878041297,-0.531554580235,0.010513,0.147529,0.0200373274744
199,89501,594365.0,0.0084703577945,0.771162644664,0.245193359438,0.00955681511766,0.00804989031425,-0.477189288679,0.010331,0.147852,0.0196579549738
52,90501,583851.0,0.0084233639639,0.766243571043,0.24880015907,0.00947642225573,0.00784213768888,-0.466442314144,0.010443,0.147183,0.019859518223
134,91501,584330.0,0.00845922500534,0.769139658471,0.245805239105,0.00952364545065,0.00794728242459,-0.469137559003,0.010396,0.147222,0.0197901880016
93,92501,587980.0,0.00868028092613,0.767646614513,0.254200738236,0.0097497604769,0.00830441830352,-0.460436954368,0.010440,0.147580,0.0198799303786
111,93501,578762.0,0.00865717186903,0.767027958304,0.247498759587,0.00976040045908,0.00811278019853,-0.474448204635,0.010662,0.148589,0.0203002279763
187,94501,580391.0,0.00841851713577,0.771003645965,0.239784214417,0.00954311468006,0.0078670570618,-0.494648815451,0.010647,0.148098,0.0202622031337
78,95501,571225.0,0.00827395417512,0.769060467615,0.241540617519,0.00947320724361,0.00768115058469,-0.531376859621,0.010516,0.149201,0.0200253832588
184,96501,550680.0,0.00839709182523,0.771223451679,0.252541918988,0.00956507851401,0.00803579772683,-0.512550696256,0.010520,0.149116,0.019975302871
3,97501,548808.0,0.00824224597002,0.768998842496,0.249613004772,0.00936709738267,0.00780111946389,-0.504053152012,0.010547,0.145396,0.020088992983
24,98501,541522.0,0.00824656198057,0.77365448702,0.249813363681,0.00942962592054,0.00789603897436,-0.526622743586,0.010587,0.147233,0.0201746200579
145,99501,529428.0,0.00846087912953,0.767810922251,0.245248552174,0.00957049521765,0.0079196882737,-0.486657903708,0.010702,0.146864,0.0203672636317
23,100501,525528.0,0.00830147564875,0.776871764949,0.237087880593,0.00943448583506,0.00796822699457,-0.504080451175,0.010523,0.148779,0.0200693385471
