label,mid,pi,xsi,pi2,fwh,theta_W,tajima,sites
real,-51.6016997235,0.00705627316674,0.755760282611,0.251419810171,0.00714435245856,0.00730035885626,-0.108186906549,3390862
real,-1335.28026816,0.0077614529576,0.746148769945,0.24975551039,0.00757983998164,0.00769576996224,0.0276158297912,1337729
real,5.42415812564,0.00611970569,0.762016694059,0.233446397047,0.00597421257148,0.00673783202426,-0.296840008692,2025372
real,117.093018161,0.00725677519246,0.756272115782,0.247498454962,0.00727904622217,0.00745442019715,-0.0857926381752,3712902
real,-8.62561405638,0.00630758304938,0.754803610248,0.241711098097,0.00615034052037,0.0068095631122,-0.238526423219,2375054
real,6.55198486837,0.00626147618854,0.759188861481,0.242161141304,0.00622619748439,0.00678665337413,-0.250389293048,2027160
real,17.3826449866,0.00670547215085,0.750677876815,0.250880927041,0.00661378254782,0.00704854154369,-0.157489917332,2381203
real,14.6373483554,0.00642249124573,0.763461826456,0.240202046208,0.00644228904409,0.00691305451546,-0.229611845243,2335730
real,-22.4301642628,0.0065914912628,0.753075582979,0.242629473576,0.00642501919839,0.00697436036502,-0.177631179989,2859111
real,890.836686213,0.00767409087544,0.757385677555,0.252493200655,0.00782516468571,0.00777146590517,-0.0405431729275,2537988
real,1047.40774894,0.00762586358255,0.756045038655,0.251902497867,0.00776874308458,0.00766801457063,-0.0177866733553,2173290
real,0.909763354201,0.00521334358319,0.763264037575,0.220202281536,0.00488576778051,0.00609562951548,-0.468311196279,1200844
real,-264.123769987,0.00760560159644,0.748307531423,0.248982878823,0.00745336950803,0.00761348673533,-0.00335124719865,4635883
real,0.761396427289,0.00532941657808,0.770366774692,0.227530413026,0.00524275377469,0.00626574682178,-0.483501385216,1114788
real,-24.4037469355,0.00667089263698,0.755033979164,0.237138755686,0.00647113814363,0.00702160030125,-0.16161539433,2892036
real,1135.71781557,0.00769718967844,0.750387896899,0.249669580393,0.00760382130618,0.00773475233649,-0.01571363574,1869572
real,-162.197687298,0.00760636480432,0.746983929489,0.257750814238,0.00760685081643,0.00757771549235,0.0122336656607,4654846
real,-224.529718471,0.00750888876114,0.753874602456,0.250429590517,0.00754951929374,0.00759132117578,-0.0351367140264,4544247
real,286.455823348,0.0076259535701,0.750852403825,0.252153603726,0.00759025973767,0.00762844369502,-0.00105624703781,4444302
real,40.2698076233,0.00688925710238,0.750378161218,0.249152308513,0.00677512684079,0.00717539285214,-0.129032701068,2793008
real,757.648222202,0.00765755168146,0.745438798256,0.252596300559,0.00749608426845,0.00766694575693,-0.00396467468182,3074828
real,-84.4544029964,0.00724622181487,0.751339793859,0.250061705394,0.00719605825462,0.00736487096117,-0.0521288186781,3870152
real,-13.4225039531,0.00632507328414,0.760653299457,0.23931914558,0.0062741543797,0.00682448582642,-0.236787770638,2425374
real,310.668962691,0.00752239735124,0.755649179469,0.249064844015,0.00755946550906,0.00758961792432,-0.0286590251292,3991604
real,429.708391619,0.00762162884969,0.753249174581,0.251188118675,0.00767018507597,0.00765266685468,-0.0131238088953,3886562
real,-243.526663587,0.00766134417852,0.748028936852,0.253415730553,0.0075775061521,0.00764862456849,0.00538109928188,4539609
real,-0.0842325581076,0.0047977358751,0.751321483716,0.223115059661,0.00432120874244,0.00581025768154,-0.563781711727,664609
real,365.385640601,0.00772099581554,0.752404670115,0.250517081517,0.00771575783074,0.00771813489173,0.00119942517634,3966503
real,-1.07062760691,0.00550473474264,0.76079681044,0.226792483405,0.00523549632217,0.00628294161424,-0.400754927865,1247564
