label,mid,pi,xsi,pi2,fwh,theta_W,tajima,sites
real,-51.6016997235,0.00727704311938,0.753218900151,0.249092087045,0.00725139747164,0.00741407873782,-0.0598072296899,3550504
real,-1335.28026816,0.00771935184457,0.752143215429,0.253910780737,0.00774886027168,0.00781255386154,-0.0386006040836,1529443
real,5.42415812564,0.00677301473661,0.754004105412,0.249344783215,0.00678642646731,0.0070331953485,-0.119698777814,2117819
real,117.093018161,0.00743423810405,0.75420350533,0.250725475029,0.00746270084669,0.00750915995932,-0.0322846151813,3808258
real,20.6099065533,0.0070624837229,0.752097842631,0.247477427181,0.00698842082206,0.00725262493296,-0.0848308346376,2662432
real,-8.62561405638,0.00674168373647,0.756691847837,0.24198040662,0.00667378488725,0.00704037093347,-0.137275279026,2536645
real,6.55198486837,0.00677667546143,0.754680553381,0.24688144741,0.0067527664768,0.00707566808366,-0.136729000057,2119184
real,17.3826449866,0.00692694279378,0.751569428771,0.246739975467,0.00681665406138,0.00715348068108,-0.102469162401,2312615
real,14.6373483554,0.00700631262429,0.751598544214,0.250921831327,0.00696456438301,0.00722126170025,-0.0963147551234,2356882
real,-22.4301642628,0.00696386255797,0.753194857689,0.24888842092,0.00692321723203,0.00721710648313,-0.113540175502,2824569
real,890.836686213,0.00777480511325,0.753428419182,0.247820538139,0.00778434103846,0.00778312205347,-0.00345767483312,2745692
real,1047.40774894,0.00777225466659,0.753384596717,0.247260398948,0.00774948856131,0.00776146285152,0.00449906006086,2254970
real,0.909763354201,0.00606516763847,0.762312830477,0.23801275778,0.00604021601337,0.00661334778629,-0.268194849523,1232145
real,-264.123769987,0.00756464675867,0.752326159792,0.250821843107,0.00756783649696,0.00763726443468,-0.0307670736642,5131216
real,0.761396427289,0.00601630703212,0.749573748058,0.233821325504,0.00563405382245,0.00654887004288,-0.263115704733,1080529
real,-24.4037469355,0.00713478584035,0.752234460374,0.252513241872,0.00715539711031,0.00730792196971,-0.0766600579372,3105151
real,1135.71781557,0.00761783101112,0.752019594851,0.252284942839,0.00763854020445,0.00768588684536,-0.0286509430162,1944729
real,-162.197687298,0.00746533048838,0.755614181722,0.252407277521,0.00760987218923,0.00753737605482,-0.0309291512541,4788394
real,-224.529718471,0.00761494282557,0.749345517512,0.251256619858,0.00753732758606,0.00761823007403,-0.0013962380408,4785381
real,-7.87781314479,0.00682547315973,0.753125273964,0.244004823825,0.00669804918724,0.00711702768966,-0.132553952619,2545999
real,-37.0636121971,0.00722378370372,0.756683720833,0.246275380308,0.00724906130841,0.00739576759362,-0.0752457054416,3502590
real,757.648222202,0.0077406565334,0.749853678761,0.256347002488,0.00775698780487,0.00773346458379,0.0030091851287,3150210
real,-84.4544029964,0.00753962645016,0.748178625858,0.257868283358,0.00754331666838,0.00753747241924,0.000924709389391,4002841
real,-13.4225039531,0.00699614639481,0.754893069518,0.248057559478,0.007017966044,0.00719656357846,-0.0901117210157,2511378
real,310.668962691,0.0076103894524,0.749734697828,0.249043273001,0.00750147050278,0.00763928422581,-0.0122390106535,4177886
real,429.708391619,0.00764564566506,0.746381972584,0.254487448158,0.00753956044636,0.00767477277853,-0.0122803576243,3939373
real,-243.526663587,0.00761796782326,0.748956891439,0.252198603821,0.00755146782842,0.00761984568906,-0.000797443307684,5009431
