,KZl,KZl_lower,KZl_median,KZl_upper,end,fwh,fwh_lower,fwh_median,fwh_upper,key,label,mid,pi,pi2,pi2_lower,pi2_median,pi2_upper,pi_lower,pi_median,pi_upper,start,tajima,tajima_lower,tajima_median,tajima_upper,theta_W,theta_W_lower,theta_W_median,theta_W_upper,xsi,xsi_lower,xsi_median,xsi_upper
182,0.0149857035478,-0.0263013538063,0.0148840741821,0.0554651605094,-43000,0.00773181004658,0.00751275353668,0.0077407399007,0.00795990094683,u.42001-43000,real,-42501,0.00779984048784,0.25190711221,0.245960939745,0.252045920822,0.258207774749,0.00765096827199,0.00780707535548,0.00795040990267,-42001,0.0351700814972,-0.00579703543933,0.0362952416539,0.0788124286491,0.00771597158894,0.00763763866672,0.00771867346884,0.00779694088655,0.749019831158,0.743410643621,0.748948483152,0.754845725729
183,0.00820290956825,-0.0570570254275,0.00738712416631,0.0666018563714,99000,0.00766297073173,0.00734647415821,0.00766653890371,0.00799937198769,d.98001-99000,real,98500,0.00770032129579,0.255448788023,0.245334302851,0.255386691214,0.265466364433,0.00747922495335,0.00769679329263,0.00790371975577,98001,-0.0159132830568,-0.0793251104685,-0.0175993038991,0.042830134035,0.00773838281425,0.00761663098616,0.00773715246739,0.00785653561083,0.748027097802,0.73885875788,0.748151476201,0.757029677518
184,0.0056314688849,-0.0167860224425,0.00566484007952,0.0300472734545,-11000,0.00751199012362,0.00739741094751,0.00751472941596,0.00763139577722,u.10001-11000,real,-10501,0.00753684646997,0.252308787471,0.248773126411,0.252263781653,0.255518877771,0.00745970454156,0.00753607866221,0.00761868621202,-10001,0.0148489488977,-0.00690951515158,0.014601159535,0.0375569071992,0.00750241822824,0.00745687169065,0.00750359379616,0.0075498399096,0.749695059846,0.746439069617,0.749770649919,0.753232981779
185,0.00872830588733,-0.026841062309,0.00848791789876,0.0458987633429,37000,0.00762874880522,0.007434743716,0.00763065752242,0.00784314597283,d.36001-37000,real,36500,0.00766813041077,0.253062860723,0.2471419131,0.252940582256,0.258681785043,0.00753307343216,0.00767181234565,0.00780508505087,36001,-0.000318746117408,-0.0371987010253,0.000176598162177,0.0369941061181,0.00766888586857,0.00759885703324,0.00767098282206,0.00774519236666,0.749977076819,0.745023357001,0.749998463783,0.755283400556
186,0.00253331498886,-0.0558470819939,0.00232274028651,0.0586778641435,-88000,0.00775420093544,0.007423473613,0.00775777195838,0.00806320190594,u.87001-88000,real,-87501,0.00776581166884,0.246237716354,0.237342013601,0.246424218189,0.255360189223,0.00755872801679,0.00776252699884,0.00796870245983,-87001,-0.00977283727699,-0.0660757436151,-0.0103656473297,0.0491108694651,0.00778933989189,0.00766859242689,0.00778889447261,0.00791214936878,0.754771254077,0.746711145047,0.754711287473,0.7626829039
187,0.0152618053844,-0.0169080315503,0.0157381579245,0.0468515601703,26000,0.00759423871214,0.00741545437987,0.00759630505058,0.00777067848806,d.25001-26000,real,25500,0.00766280545688,0.254671605247,0.249934538043,0.254729351294,0.259485882694,0.00754521104436,0.00766589138088,0.00777626509644,25001,0.0112254183792,-0.0233701916271,0.0115462824082,0.0445886138775,0.00763631357958,0.00757447469023,0.00763608757322,0.00769538338014,0.746881555572,0.742148133877,0.746809621707,0.751728756968
188,-0.00680185167665,-0.0299074978138,-0.00617920300029,0.0153079013116,-12000,0.00755330552945,0.00743220948562,0.00755348288977,0.00767489372359,u.11001-12000,real,-11501,0.00752316785946,0.254680798063,0.251251020332,0.254652456834,0.257979693176,0.00744744080997,0.00752586586341,0.00760275940543,-11001,-0.00347610225759,-0.026211259255,-0.00344303669296,0.020472467017,0.00753125841837,0.00748627162714,0.00753260625016,0.00757527148179,0.750200538114,0.746853976307,0.750151714188,0.753428397595
189,0.0275799662515,-0.00185594614762,0.0275023941068,0.0574827162673,-23000,0.00750268014452,0.00735258193512,0.00750098740066,0.00765840567164,u.22001-23000,real,-22501,0.00762611450274,0.252669278298,0.247924055758,0.252549845116,0.257443354274,0.00752283034609,0.00762384752767,0.0077268088473,-22001,0.00807681989905,-0.0206646799061,0.00740523455036,0.0380929317759,0.00760712622722,0.00754902867974,0.00760731454993,0.00766584747893,0.746163990508,0.741780960723,0.746105205549,0.750572771052
190,-0.0024929538708,-0.0482611371065,-0.00305001959599,0.044084710606,-58000,0.00770706808012,0.0074742038898,0.00770723511066,0.00795235982444,u.57001-58000,real,-57501,0.00769577807742,0.254571545575,0.247899382452,0.254395020637,0.261147635319,0.00753995927217,0.0076919759961,0.00787446696273,-57001,-0.000613467233258,-0.0479043805611,-0.00158972602843,0.0429729617074,0.00769723746839,0.0076114204464,0.00769799733744,0.00779174042715,0.750073949119,0.743818210631,0.750332220843,0.756596248605
191,0.0522023083819,0.00284175970083,0.0524445307375,0.102657585443,82000,0.0075557070921,0.00726203927127,0.00755560272756,0.00783282974396,d.81001-82000,real,81500,0.00779196601038,0.250547584227,0.242735179494,0.250584678924,0.259181827081,0.00759721121796,0.00778785009332,0.00798386862772,81001,0.0420806151432,-0.0112860488091,0.0410525202959,0.0935315550672,0.00769192473623,0.00758472959871,0.00769102214164,0.00779811638053,0.745860189064,0.738509738149,0.745664189257,0.752486584683
192,0.0439463386259,-0.017424148293,0.0445026042571,0.101453240213,90000,0.0076022474051,0.00730256970563,0.00759809097256,0.00794520300666,d.89001-90000,real,89500,0.00780228554624,0.248157399338,0.239031756719,0.248295012031,0.257078090427,0.00759907067518,0.00780014629317,0.00802166973647,89001,0.0276914458472,-0.0296964445491,0.0270609029054,0.0859485100914,0.00773607399301,0.00762476931452,0.00773778986483,0.0078608702091,0.746726967675,0.738345848495,0.746644317034,0.755041651194
193,-0.0479130814705,-0.101028944726,-0.0464619700136,0.0100454678913,-69000,0.00780562144808,0.00750951899455,0.00779927167206,0.00807655953173,u.68001-69000,real,-68501,0.00758972528016,0.25332369724,0.245581559248,0.253015373953,0.260708444315,0.00741352578867,0.00759074355809,0.00776548217868,-68001,-0.0290044659241,-0.0780989987822,-0.0290491070619,0.0229891768354,0.00765837760898,0.00755361360229,0.00765833018557,0.00775530602943,0.757358122962,0.749674814217,0.757414411612,0.765201098536
