,fwh,fwh_lower,fwh_median,fwh_upper,label,mid,pi,pi2,pi2_lower,pi2_median,pi2_upper,pi_lower,pi_median,pi_upper,sites,tajima,tajima_lower,tajima_median,tajima_upper,theta_W,theta_W_lower,theta_W_median,theta_W_upper,xsi,xsi_lower,xsi_median,xsi_upper
0,0.00747531357258,0.0073389581897,0.00747493778321,0.00762146313358,real,-51.6016997235,0.00759062558323,0.25234061378,0.247892515461,0.252283989799,0.25633560074,0.00748456441968,0.00758971719014,0.00768688112856,3540265,0.0234581727202,-0.0051909580608,0.0232972501243,0.0519195158302,0.00753599233293,0.00747916073662,0.00753680256752,0.00758903145744,0.74725533761,0.743208555645,0.747325236687,0.751057798314
1,0.00777156711209,0.00755773337363,0.00777057209682,0.00798023754777,real,-1335.28026816,0.00780682932643,0.25383417822,0.247944093192,0.253625336377,0.26009038993,0.00766557547495,0.00781344066877,0.00794732405849,1372765,0.0115011002146,-0.0298440193244,0.0117772528159,0.0518778786201,0.00777917808186,0.00770071439595,0.00778313452034,0.00785698460359,0.748826120442,0.743824981974,0.748723106304,0.754026508529
2,0.00722215183956,0.00703256769845,0.00722135005189,0.00742923126266,real,5.42415812564,0.00717306955387,0.254515614726,0.249240729332,0.254261108206,0.259998618477,0.00706166395514,0.00717675558904,0.00729212819646,2339171,-0.039767826469,-0.0723761567709,-0.0395205817304,-0.00508629609457,0.00726232552464,0.00719435570422,0.00726390036602,0.00733210998793,0.751857705235,0.746299731705,0.751877619607,0.757406177706
3,0.0077699139435,0.00763019261364,0.00776927762023,0.00789764773832,real,117.093018161,0.00770075713569,0.255318229822,0.25140314598,0.255162539642,0.258823847226,0.00761566170589,0.00769932672508,0.00778673205732,4295662,0.00466992702389,-0.0193604892404,0.00491870013963,0.0281345674649,0.00768965932929,0.00764191179576,0.00768904757288,0.00773911503523,0.751629498709,0.748219588871,0.751632789553,0.75491774122
4,0.00738112818824,0.00720817839018,0.00738102528573,0.00754984300821,real,20.6099065533,0.00741473972878,0.253020481755,0.248115077222,0.252903927462,0.257516082285,0.00730481835942,0.0074112852694,0.00751945891241,2854000,-0.00745163484374,-0.041224837452,-0.00796525712802,0.0230823572054,0.00743185463333,0.00736738757715,0.00743002073527,0.00749129820462,0.749289380528,0.744741478989,0.749353769014,0.754277414862
5,0.00751792137362,0.00734579179813,0.00752226003298,0.00770148989325,real,-8.62561405638,0.00735111386049,0.254672631818,0.249487701564,0.254792937494,0.260009844724,0.00723884052206,0.00735516787161,0.00747642386939,2532683,-0.025619630093,-0.0612376559823,-0.02445373303,0.00962086811029,0.00740978251419,0.00734431354446,0.00741306757246,0.00747905468773,0.755377900517,0.750205509419,0.755322488976,0.760243362157
6,0.00732986929459,0.00714302799745,0.00733497115281,0.00751209702867,real,6.55198486837,0.00741047117367,0.253801461083,0.248601000426,0.253768302585,0.258944720864,0.00729328186494,0.00741460949649,0.00753463502469,2341634,-0.00499534655989,-0.0389765784503,-0.00415382225174,0.0307748836065,0.00742192924949,0.00735719018391,0.00742391714881,0.00749184793443,0.748329930769,0.743089836213,0.748277070625,0.753426281135
7,0.00742452754071,0.00724562464668,0.00742797326497,0.00760627320709,real,17.3826449866,0.00746939114978,0.252814032632,0.247782872894,0.252693647448,0.257924567975,0.00735291726712,0.00746944734092,0.00758163045326,2558309,-0.00110069358448,-0.0350888048162,-0.00201278589158,0.0306002816388,0.00747193286489,0.00740886833423,0.00747158838237,0.00753636743138,0.75001379621,0.745274907254,0.750251402838,0.754997182452
8,0.00714311473235,0.00699245228158,0.00715317026646,0.00731596811614,real,14.6373483554,0.00734711773401,0.250608955524,0.24582878339,0.250683344533,0.2554774637,0.00724004710416,0.00735279030825,0.00746574161069,2672020,0.00892829134058,-0.0227752969103,0.00939036604353,0.042670163893,0.00732690078031,0.00726610741568,0.00732987540403,0.00739410897789,0.74484106529,0.740401114409,0.744883588319,0.74946003366
9,0.00723951313115,0.00707297537496,0.00723917669165,0.00741379706281,real,-22.4301642628,0.00727616879936,0.250379464937,0.245362307766,0.250415112357,0.255380765712,0.00716525000727,0.00727570000891,0.00738654368297,2779179,-0.0425059740523,-0.075424939696,-0.0421838383662,-0.0116596651118,0.0073730237629,0.00731260501282,0.00737217661539,0.00743567061146,0.750321324546,0.745522994062,0.750362727855,0.755043524988
