,fwh,fwh_lower,fwh_median,fwh_upper,label,mid,pi,pi2,pi2_lower,pi2_median,pi2_upper,pi_lower,pi_median,pi_upper,sites,tajima,tajima_lower,tajima_median,tajima_upper,theta_W,theta_W_lower,theta_W_median,theta_W_upper,xsi,xsi_lower,xsi_median,xsi_upper
91,0.00762213964085,0.00748556848163,0.00762215288554,0.00775496162826,real,77.8155662338,0.00767183407537,0.249411779153,0.245479688616,0.24931402075,0.253350527714,0.00758899763184,0.00767371373024,0.00776399668245,3917333,0.0297492177919,0.00570053756208,0.0303005018905,0.0572714350864,0.0076019430771,0.00755363671871,0.00760252334421,0.00765416168001,0.751044209162,0.746991425476,0.750998942233,0.754672055551
92,0.00780236062763,0.00766994474293,0.00780378841682,0.00793502814252,real,-175.944245976,0.00782587956134,0.257168997566,0.253629403438,0.257160812068,0.260869680513,0.00773581352387,0.00782351177407,0.00791057781051,4598536,0.0562793586564,0.0307093997798,0.0556459417158,0.0801798393343,0.0076920928664,0.00764407685751,0.00769222770052,0.00773937261654,0.746810022384,0.743437813813,0.74675629782,0.750682809136
93,0.00752045492736,0.00718396306282,0.00752724622122,0.00785830564696,real,-1845.66166332,0.00733945663366,0.247274723676,0.237909727947,0.24730625709,0.256499351269,0.00712760501642,0.00734079619554,0.00757290093382,555185,-0.0986713037196,-0.15946393004,-0.0993308407944,-0.0393967096118,0.00757034243192,0.00744361761236,0.00757281278713,0.00770443818145,0.761506919367,0.752987390846,0.761383605896,0.770112688017
94,0.00763106509298,0.00718996105804,0.007623603472,0.00803508236173,real,-2001.21069918,0.00795224002362,0.259198287865,0.244467948378,0.259063357043,0.272514681286,0.0076738609117,0.00794739665902,0.00822682311015,279201,0.0492947584217,-0.0285758159695,0.0490825317413,0.12877227299,0.00783287215234,0.00766788759485,0.00783095094169,0.00799309510265,0.735165882131,0.723819065215,0.734809683621,0.745676670167
95,0.00787844939656,0.00771314713271,0.0078790271696,0.00804431289828,real,965.958371707,0.00787232989591,0.251718384202,0.24721295155,0.251543824273,0.255816137795,0.00776944046029,0.00786888037284,0.00797908171057,2690501,0.0380238943733,0.00878779061211,0.0363139830191,0.0659278190356,0.00778089497974,0.00772229482775,0.00778090820592,0.00784137806283,0.750881223097,0.746966250127,0.751025003385,0.755322685599
96,0.00722024140063,0.00698665515874,0.00721166879182,0.0074399153849,real,2.95440872386,0.00712359670186,0.257030456417,0.250464847136,0.257010703981,0.263903174362,0.00696463441219,0.00712147374764,0.00727166096465,1640474,-0.0597996868216,-0.107220179927,-0.060997080356,-0.0159258640603,0.00725773044103,0.0071730295482,0.00725455987022,0.00733836699289,0.752277063616,0.745298942463,0.752236059311,0.758916272732
97,0.00854193548387,0.00749175525044,0.00852603122724,0.00987294326103,real,-2550.97908706,0.00847908358999,0.246258405428,0.214673472729,0.245268566933,0.281018343894,0.00771954977301,0.00844039629724,0.00928192438395,46500,0.0634247973738,-0.135615846281,0.0576051136293,0.255798537955,0.00831575895118,0.00789520572715,0.00830883239037,0.00875481727917,0.75704741104,0.727930774145,0.757050262854,0.788017033742
98,0.00808246018007,0.00780330910197,0.00808118407538,0.0083697146726,real,-1702.19702126,0.00805837974001,0.260779512437,0.252125380305,0.260759854201,0.269226584058,0.00785835795952,0.00805878205887,0.00824436348144,748008,0.0358593345868,-0.0194666699864,0.036190299509,0.0838191360551,0.00797004533419,0.00785600512703,0.00797154222089,0.00807622310298,0.74583396569,0.738337552721,0.745682596625,0.753036510132
99,0.0078171392329,0.00695504466167,0.0078071200833,0.008709503867,real,2550.97908706,0.00800074272203,0.256644399428,0.232601171528,0.25654538644,0.282066964738,0.00745747106506,0.00799401932193,0.00855913554231,69485,0.0461783762321,-0.110676448718,0.0460426749845,0.209828408143,0.00788801314122,0.00754506141469,0.00789119759151,0.00821601524662,0.74313762544,0.723890754539,0.742996399449,0.760715793919
100,0.00735605086686,0.0071978523684,0.00735844283777,0.00752461879947,real,-22.4301642628,0.00740775548284,0.254571387834,0.250261203066,0.254465495915,0.259026263878,0.00730493548988,0.00740683603538,0.00751468431417,2738517,-0.0160560611871,-0.0493266429939,-0.0165295860393,0.015301428636,0.00744469680114,0.00738631264666,0.00744675465207,0.00750556970276,0.747968404481,0.743209180256,0.748029969431,0.752630529692
101,0.00837731458656,0.00789496728289,0.00836725632335,0.00881129757114,real,2001.21069918,0.00803650164232,0.265684546192,0.25307270982,0.265683197335,0.27725839761,0.00776742658048,0.00802807551625,0.00831556991491,331403,0.095112394034,0.017795652512,0.0953796529777,0.174868996591,0.00780696045508,0.00764600036585,0.00780672726299,0.0079557536677,0.752852139189,0.741884015874,0.752561685791,0.763699750379
102,0.00769811315715,0.00736011510672,0.00769992986463,0.00802575029922,real,1845.66166332,0.00773117376155,0.257428467156,0.247813135866,0.257323380348,0.267243313962,0.00751434765228,0.0077355158274,0.0079406595261,526750,-0.00185123716447,-0.0603597722601,-0.00103651007461,0.0602625822333,0.00773560014932,0.00761231437163,0.00773878260436,0.00786017215222,0.747226248594,0.738969879366,0.747104952395,0.754947849033
103,0.00728277279324,0.00710837101111,0.00727886696423,0.00746295658024,real,9.4364041517,0.00728558933271,0.248047258676,0.242816204933,0.248088213526,0.253742358486,0.00716782068085,0.00728500972636,0.00740352841548,2402178,-0.0345213381786,-0.0702282512851,-0.0346891012825,0.000678088089053,0.00736415621656,0.00729940088685,0.00736335028969,0.0074254664779,0.753855319198,0.748811162066,0.753738685147,0.759322301336
104,0.00767865824056,0.00754462149926,0.00767737400847,0.00780951942469,real,175.944245976,0.00759179528412,0.250625171987,0.247044896204,0.25065503145,0.254146028214,0.0075098888767,0.0075915903711,0.00767435540754,4485159,-0.0187715700548,-0.0408767515661,-0.018888901229,0.00504066168887,0.00763609403184,0.0075889576242,0.00763514821866,0.00768532203585,0.755562887168,0.752137518111,0.755615904466,0.758833667236
105,0.00772208862407,0.00757531574688,0.00771587946405,0.00786723066185,real,-77.8155662338,0.00763114300366,0.252733242304,0.249020490439,0.252660440531,0.256770230046,0.00753700494108,0.00763314135028,0.00771893125597,3780870,0.0138229793912,-0.012629811628,0.0136896731647,0.0388241597456,0.00759868203833,0.00754609244966,0.00760008746063,0.00764880143644,0.753623306483,0.749743946086,0.753502675976,0.757489303602
