,KZl,KZl_lower,KZl_median,KZl_upper,end,fwh,fwh_lower,fwh_median,fwh_upper,key,label,mid,pi,pi2,pi2_lower,pi2_median,pi2_upper,pi_lower,pi_median,pi_upper,start,tajima,tajima_lower,tajima_median,tajima_upper,theta_W,theta_W_lower,theta_W_median,theta_W_upper,xsi,xsi_lower,xsi_median,xsi_upper
68,-0.00889879311384,-0.0251854185078,-0.0081130864225,0.00743128262411,5000,0.00750033612784,0.00741439888643,0.00749935818727,0.00758602493099,d.4001-5000,real,4500,0.0074611206282,0.253618171439,0.250974575057,0.253623367915,0.25617011357,0.00740418614513,0.00746145491942,0.0075225163788,4001,-0.0127310514996,-0.0297556850691,-0.0128126147808,0.00484989790822,0.00749059162501,0.00745813548495,0.00749008553239,0.00752301333082,0.75164028621,0.749352150383,0.751552184796,0.754013380029
69,-0.0267265563933,-0.0642587713883,-0.0262882920337,0.0126933231396,40000,0.00790423263901,0.00768510942399,0.00790190509899,0.0081204910749,d.39001-40000,real,39500,0.00778288809,0.254657385565,0.248213840854,0.254647366704,0.260687690349,0.00764865078012,0.00778038752439,0.00791752250741,39001,0.0276584341972,-0.0131998763545,0.0278860401224,0.0654798670797,0.00771692416014,0.00764160570957,0.00771507208192,0.00779572280461,0.75323574383,0.747422085458,0.753229093208,0.75859914964
70,0.0137378956153,-0.0466986911133,0.0151676292678,0.073106644288,-89000,0.0077644124143,0.00743065141627,0.00776340531796,0.00807179099413,u.88001-89000,real,-88501,0.00782741019724,0.253179162683,0.244060660583,0.253068962991,0.261874983539,0.00760755384401,0.00782442133713,0.00806963332232,-88001,0.0140655678545,-0.0534078309522,0.0139975010604,0.07386746784,0.00779352888557,0.00767254225369,0.00779419348031,0.0079247372713,0.750484953553,0.741443924688,0.750417083852,0.759535072902
71,0.0114302887305,-0.013164800403,0.0119960813379,0.0365951017054,-16000,0.0075080026394,0.00737039308664,0.00750594323061,0.00763965843675,u.15001-16000,real,-15501,0.00755894413212,0.251158802046,0.24700504004,0.25114852697,0.255077411226,0.00747439323811,0.00755604444496,0.00765409647006,-15001,-0.00696475629468,-0.0311598055639,-0.00772606526966,0.0184388529886,0.00757524923709,0.00752410350853,0.00757409170142,0.00762828602757,0.751192400058,0.747509416028,0.751239659659,0.754870238357
72,0.000301683382946,-0.0552131624533,0.0012457602078,0.0571687250709,-75000,0.00788046653547,0.00758363461673,0.00788129246052,0.0081885896689,u.74001-75000,real,-74501,0.00788184266123,0.253310180932,0.24520903042,0.253625046905,0.262227001917,0.007689552727,0.00787996056816,0.00810010970681,-74001,0.053930965926,-0.000485750624649,0.0553235636173,0.112163920908,0.00775261839386,0.00764439330283,0.0077529746002,0.00787085377142,0.748585160179,0.740505233408,0.748362466628,0.756135999021
73,0.00122538197321,-0.0166310668768,0.00129467252816,0.0202297722629,-6000,0.00744785092018,0.0073508932365,0.00744807222366,0.00754087518154,u.5001-6000,real,-5501,0.00745323791462,0.251453033038,0.248704742723,0.251554729079,0.25390311258,0.00739461723956,0.00745347633998,0.00751631039885,-5001,-0.00832579676392,-0.024657669941,-0.00865462629736,0.0106733580491,0.00747246461191,0.00743767747531,0.00747137909186,0.00750464796789,0.751179397425,0.748545741602,0.751177714804,0.753929333869
74,-0.0292553921907,-0.0771753907809,-0.0276708266503,0.0222707482511,62000,0.0078292300866,0.00756492976431,0.00783006462979,0.00808728662738,d.61001-62000,real,61500,0.00769630397647,0.256909068077,0.249450513378,0.256998604621,0.264808820549,0.00753686169844,0.00770442790098,0.00785609994271,61001,-0.0109753791713,-0.0547915380965,-0.00910913502936,0.0384589160392,0.00772249932782,0.00763440596321,0.00772345277062,0.00781357214196,0.75337112261,0.746158373604,0.753282765346,0.760076915377
75,-0.00960151133665,-0.0239134670021,-0.0098001599867,0.00472312180979,3000,0.00746702108854,0.00738847217381,0.00746734542846,0.00754480895752,d.2001-3000,real,2500,0.00742488926273,0.253406790966,0.251092351582,0.253423745177,0.255614252786,0.00737567567888,0.00742452736231,0.00747199229943,2001,-0.014657134622,-0.0280160449777,-0.014366728943,-0.000328598077861,0.00745867425417,0.00742959801949,0.00745830214695,0.00748622120293,0.752198968927,0.750082229103,0.752152667638,0.754214408322
76,-0.00626603136035,-0.0260256775408,-0.00623640786016,0.012824203946,7000,0.00750740409761,0.00740549125549,0.0075046129866,0.00761411545012,d.6001-7000,real,6500,0.00747967461204,0.254551522692,0.251399603268,0.25451439316,0.257186672971,0.00741061115937,0.00748017576704,0.00754366377885,6001,-0.0182377496541,-0.0382770351381,-0.0186588640091,0.00137051313154,0.00752207055258,0.00748530935026,0.00752235251773,0.00755665145347,0.75092404726,0.748132147824,0.750925312346,0.753982914062
77,-0.0161263873942,-0.0812856463052,-0.015679377064,0.0505327101597,-91000,0.0078081365465,0.00743357398588,0.00779839347479,0.00818248921637,u.90001-91000,real,-90501,0.00773445481402,0.249151390989,0.239741008404,0.249266485938,0.258718278212,0.00751822250397,0.00773457431587,0.0079639652867,-90001,-0.0127849056605,-0.0749969631075,-0.0127128634486,0.0520520191359,0.00776513923282,0.00764673672944,0.00776277498361,0.00788832980722,0.754952239067,0.745303763335,0.754865765612,0.763776984295
78,-0.00142463974817,-0.0505164945965,-0.00124478138739,0.0436154435865,71000,0.00771818096514,0.00746292761736,0.00772307271381,0.00798417201574,d.70001-71000,real,70500,0.00771172850931,0.249419306905,0.242512469413,0.249285295216,0.257047644909,0.00753706887135,0.00771633245392,0.00789576224267,70001,0.00585393331476,-0.0486932291981,0.00662600576406,0.058155596918,0.00769780119426,0.00760079297579,0.0077006107083,0.00779749490775,0.752958226151,0.745860637899,0.752955736566,0.759955158158
79,-0.0146237869058,-0.0741450779278,-0.0110800080692,0.0456254786686,-82000,0.00774405628596,0.00745273100897,0.00772732737092,0.00805799986343,u.81001-82000,real,-81501,0.00767737751085,0.24712925439,0.238483019749,0.247058289463,0.255147650034,0.00748990626136,0.00767905802496,0.00788209911073,-81001,-0.0300408516615,-0.087322987379,-0.0293609041716,0.0269689441958,0.00774932880597,0.00764350514008,0.00774721317234,0.00786075983052,0.757160591902,0.748385135028,0.75679433482,0.766232827325
