label,mid,pi,xsi,pi2,fwh,theta_W,tajima,sites
real,-365.385640601,0.00770992960203,0.749199337994,0.251699412133,0.00763926521413,0.00768165057569,0.0119121850101,5016428
real,-51.6016997235,0.00741620930405,0.751714826016,0.250988441583,0.00741235089409,0.0074592318681,-0.0186629240516,3553733
real,-1335.28026816,0.00784980980358,0.744281601952,0.257021227457,0.00774306004283,0.00774720158607,0.0428552551987,1868304
real,5.42415812564,0.00681024522931,0.755351559018,0.244318862706,0.00674119236717,0.00712898882962,-0.144670508554,2002256
real,117.093018161,0.00743531922141,0.750667393712,0.247979971731,0.00730609583597,0.0075274539286,-0.0396053103725,3742702
real,-8.62561405638,0.0068843489017,0.753228231425,0.251561697923,0.00689941781319,0.00713547057918,-0.113876457568,2655032
real,6.55198486837,0.0068125073735,0.758626175707,0.245057701241,0.00685102286348,0.00712189705265,-0.140565029306,2063661
real,17.3826449866,0.00703031856043,0.750978511273,0.251351168687,0.0069931644385,0.00721801092921,-0.084139436392,2380731
real,14.6373483554,0.00687174956353,0.754736177423,0.246351946961,0.0068284813538,0.00714248547655,-0.122649478481,2256506
real,-22.4301642628,0.00722474139293,0.746405027399,0.253706950723,0.00710553575171,0.00733418405018,-0.0482845913603,2795754
real,890.836686213,0.00758885903905,0.754509357495,0.251274610934,0.00766783926059,0.00763911540186,-0.0212874268204,2940058
real,1047.40774894,0.00767713592672,0.753283981284,0.248357303804,0.0076554428932,0.00770356376138,-0.0111004889912,2438418
real,0.909763354201,0.00629696086913,0.762974490312,0.244593519759,0.00638493182522,0.00681681526959,-0.246746057306,1240703
real,-264.123769987,0.00750598626932,0.748102280042,0.249891586054,0.00735182033512,0.00755808855603,-0.0223062282067,4989920
real,0.761396427289,0.00617453120014,0.757882420535,0.246633065901,0.0061772073762,0.00676170388221,-0.280963337633,1001166
real,-24.4037469355,0.0072084491284,0.754145256696,0.250332541803,0.00723691590262,0.00735611551378,-0.0649543820425,3087076
real,1135.71781557,0.00771680921107,0.751757160308,0.247731683306,0.00765823637711,0.00772331652898,-0.00272626710957,2191415
real,-162.197687298,0.00753183444447,0.749402878231,0.248850452198,0.00740443343378,0.00757140301914,-0.0169104398065,4734041
real,-224.529718471,0.00757053456642,0.752222681602,0.250004851265,0.00755448451642,0.00760925422131,-0.0164653242216,4731750
real,-7.87781314479,0.00694177997505,0.751974802234,0.254103321633,0.00697189533382,0.00716057787701,-0.0988704377224,2508091
real,40.2698076233,0.00729500918853,0.752885763028,0.254637584303,0.00737893309475,0.00740662159743,-0.0487604226194,3022852
real,757.648222202,0.00768116172272,0.755045468318,0.254101686559,0.00782957810722,0.00771690674239,-0.0149881936605,3307008
real,-84.4544029964,0.00753359995029,0.751449000286,0.252057158473,0.00754871475374,0.00755036155546,-0.00718334566293,3939517
real,-13.4225039531,0.00679166868131,0.753730049335,0.241845172451,0.00666196534201,0.00709125027109,-0.136698502842,2542528
real,310.668962691,0.00733403393264,0.758389911105,0.246394609187,0.00739827759055,0.00754458159412,-0.0903014351643,4115658
real,429.708391619,0.00769615155886,0.751888850079,0.250583526139,0.00768630419434,0.00772067880923,-0.010279513852,3952449
real,-243.526663587,0.00753022295602,0.752321521287,0.247625213602,0.0074799576506,0.00762232971447,-0.0391007371423,4864476
real,-0.0842325581076,0.00620143945883,0.75193334362,0.246791519236,0.00603755482373,0.00674879452975,-0.262394533328,643962
real,-40.2698076233,0.00721603440549,0.74824608187,0.254244590313,0.00711867033371,0.00736687847054,-0.0662553924031,3339558
real,365.385640601,0.00766089459743,0.750279491377,0.252030966652,0.00762754149307,0.00767292676743,-0.00507413014122,3806265
real,-1.07062760691,0.00646609020646,0.752292562572,0.241333074751,0.00627511212733,0.00684133961451,-0.177470097837,1132446
real,66.0451105337,0.00727855495975,0.750712610356,0.256300139228,0.0073390288723,0.00741085657153,-0.0577660568057,3201530
real,18.9310621986,0.00708001640703,0.754530256866,0.245662620531,0.00700997003261,0.007300550422,-0.0977443281609,2487548
real,4.04021298514,0.00674669923082,0.755766260123,0.248161276441,0.00675985063835,0.00707549114431,-0.150359074696,1908839
real,4.92507398676,0.00670673209139,0.756035339209,0.241332116056,0.00662232516069,0.007039211886,-0.152829338538,1949953
real,1.86148700375,0.00664213015293,0.762396478673,0.242073368598,0.00672598482714,0.00707217339617,-0.196748637844,1274320
