label,key,start,mid,end,pi,xsi,pi2,fwh,theta_W,tajima,KZl,sites
real,d.65001-66000,65001,65500,66000,0.00592689107062,0.746723459509,0.253207784784,0.00584147600021,0.00575761765069,0.0951224826626,0.0252131709988,1115374
real,u.95001-96000,-95001,-95501,-96000,0.00598259571082,0.761953825315,0.24514475561,0.00615580240068,0.00584549300278,0.0758804061996,-0.0503550743263,681954
real,d.79001-80000,79001,79500,80000,0.0060476270519,0.746173938724,0.254792011914,0.00596485728308,0.00579688645017,0.139943320727,0.0242658864008,864936
real,u.91001-92000,-91001,-91501,-92000,0.00598584157377,0.746939418172,0.252058782899,0.00588739449247,0.00579010985332,0.109366303752,0.0288948613096,725471
real,u.53001-54000,-53001,-53501,-54000,0.00584322038826,0.753644863498,0.254883513337,0.00593012228827,0.00567830452275,0.0939702525572,-0.0260109866659,1374140
real,d.48001-49000,48001,48500,49000,0.00569883616463,0.752810047711,0.250744605193,0.00567260613095,0.00560809100913,0.0523550022569,0.00794938496685,1499340
real,u.58001-59000,-58001,-58501,-59000,0.00578639019907,0.750345659454,0.251436498717,0.0057535611885,0.00560753411498,0.103198670366,0.00995009661105,1266229
real,d.42001-43000,42001,42500,43000,0.0057865298419,0.750554772701,0.24547549896,0.00570106608967,0.00559371953074,0.111527780285,0.0259677975595,1654111
real,u.89001-90000,-89001,-89501,-90000,0.00596683922562,0.755079281945,0.254347997156,0.00607627767865,0.00582232791177,0.0803004423264,-0.0319434546479,755146
real,u.92001-93000,-92001,-92501,-93000,0.00593464521744,0.753078937329,0.258107317865,0.00606738662844,0.00575828272337,0.0990878129843,-0.0391755997178,710852
real,u.40001-41000,-40001,-40501,-41000,0.00579403465713,0.749733904863,0.252073596359,0.00575209326442,0.00562745822867,0.0957760096311,0.0126673746946,1737567
real,d.2001-3000,2001,2500,3000,0.00507678790499,0.750651844961,0.251040513782,0.00504355183238,0.00502908070598,0.0306959152673,0.0112333746208,13281274
real,u.6001-7000,-6001,-6501,-7000,0.00524085109068,0.749749470177,0.251580647387,0.00520156811419,0.00516473549391,0.0476878088731,0.0129283049817,7696195
real,d.45001-46000,45001,45500,46000,0.00575326078341,0.752080006564,0.25035341157,0.00572053514115,0.00564865466377,0.0599189101087,0.00984680111169,1567790
real,u.70001-71000,-70001,-70501,-71000,0.00584163624907,0.757469577255,0.252730710429,0.00600828005003,0.0056905211727,0.0859186370498,-0.0497698904802,1020927
real,d.80001-81000,80001,80500,81000,0.00578223327799,0.751754250518,0.242634095694,0.0056183856802,0.0057263507401,0.0315731814006,0.0486271674214,848948
real,d.31001-32000,31001,31500,32000,0.00572121925218,0.752908239658,0.247249712949,0.0056830466905,0.00556434129006,0.0912243343887,0.0116600772247,2202050
real,d.58001-59000,58001,58500,59000,0.00589264776667,0.752113532811,0.251869663083,0.00590426424018,0.00570770209347,0.104839819492,-0.00345904040368,1272556
real,d.37001-38000,37001,37500,38000,0.00577721613288,0.751808212357,0.248576026532,0.00575864215129,0.00558510850245,0.111293736287,0.00565238771659,1871316
real,u.45001-46000,-45001,-45501,-46000,0.00586163911976,0.751010358786,0.256949919522,0.00593967013266,0.00566401406709,0.112893703774,-0.023415054059,1572046
real,d.43001-44000,43001,43500,44000,0.00574917562113,0.750954998459,0.25013456646,0.00572565909271,0.00561770931206,0.0757196054685,0.00711487706686,1631347
real,u.25001-26000,-25001,-25501,-26000,0.00561821990914,0.75108035315,0.252206732393,0.00561433658119,0.00548742611273,0.0771232660684,0.00120282981296,2655004
real,d.73001-74000,73001,73500,74000,0.00592853029634,0.7520037689,0.252195806895,0.00594632687517,0.00574974978289,0.100600550242,-0.00526034658983,969070
real,d.21001-22000,21001,21500,22000,0.00560123003626,0.751053672628,0.250368097328,0.00557280951039,0.00546124296555,0.0829405346848,0.00884531377718,3128417
real,d.28001-29000,28001,28500,29000,0.005639857977,0.746558351471,0.2549398096,0.00557248115464,0.0054986870615,0.0830712541287,0.0208265647568,2402183
real,u.26001-27000,-26001,-26501,-27000,0.0055483369776,0.755134944523,0.25210412664,0.00561904740345,0.00546042096334,0.0520963952124,-0.0220102439512,2543841
real,d.38001-39000,38001,38500,39000,0.00579678647744,0.747020355038,0.254430813856,0.00575038075431,0.00557415964631,0.12922744901,0.0141497745578,1816465
real,u.61001-62000,-61001,-61501,-62000,0.00586833527983,0.749948944703,0.248746087744,0.00579624129377,0.00567423141646,0.110679664553,0.0215939272968,1210805
real,u.52001-53000,-52001,-52501,-53000,0.00589742662021,0.757219459691,0.250564926139,0.00600100292931,0.00572326849309,0.0984571416299,-0.0307583910468,1394017
real,d.94001-95000,94001,94500,95000,0.00599030156663,0.751828125405,0.261056899806,0.00612994187254,0.00579670632393,0.108048436672,-0.0409382809068,690484
real,d.40001-41000,40001,40500,41000,0.00575354270223,0.75360000959,0.25164903834,0.0057980016528,0.00561283021278,0.0811159384586,-0.0134627360976,1741246
real,d.22001-23000,22001,22500,23000,0.00562081869143,0.75434226633,0.251238607856,0.00568617944359,0.00547395442749,0.0868129666874,-0.0202949343576,3006622
real,u.43001-44000,-43001,-43501,-44000,0.00576002660389,0.751994470741,0.257008019659,0.00583802291604,0.00564745004617,0.0644983733869,-0.0234733562785,1625379
